False: Execution aborted by timeout\ntime=1698857990.609774 gym-duckietown 2019.0.0

time=1698857990.765369 Registering gym environment id: Duckietown-4way-v0
time=1698857990.7654562 Registering gym environment id: Duckietown-ado_map_1-v0
time=1698857990.765495 Registering gym environment id: Duckietown-ado_map_2-v0
time=1698857990.7655632 Registering gym environment id: Duckietown-loop_dyn_duckiebots-v0
time=1698857990.765646 Registering gym environment id: Duckietown-loop_empty-v0
time=1698857990.7656891 Registering gym environment id: Duckietown-loop_obstacles-v0
time=1698857990.7657578 Registering gym environment id: Duckietown-loop_one_duckie-v0
time=1698857990.7658072 Registering gym environment id: Duckietown-loop_only_duckies-v0
time=1698857990.765853 Registering gym environment id: Duckietown-loop_pedestrians-v0
time=1698857990.7658987 Registering gym environment id: Duckietown-small_loop-v0
time=1698857990.7659461 Registering gym environment id: Duckietown-small_loop_cw-v0
time=1698857990.7659929 Registering gym environment id: Duckietown-straight_road-v0
time=1698857990.766041 Registering gym environment id: Duckietown-straight_road_10_tiles_no_start_tile-v0
time=1698857990.7660892 Registering gym environment id: Duckietown-straight_road_no_start_tile-v0
time=1698857990.7661355 Registering gym environment id: Duckietown-straight_road_trafficlight-v0
time=1698857990.7661827 Registering gym environment id: Duckietown-straight_road_with_side_floor-v0
time=1698857990.766231 Registering gym environment id: Duckietown-udem1-v0
time=1698857990.766277 Registering gym environment id: Duckietown-zigzag_dists-v0
time=1698857992.183283 Falling back to non-multisampled frame buffer
time=1698857992.185715 Falling back to non-multisampled frame buffer
time=1698857992.1881769 loading map file "/home/appuser/aido-auto/gym-duckietown/gym_duckietown/maps/loop_one_duckie.yaml"
time=1698857992.1963801 loading mesh "duckiebot.obj"
time=1698857992.1965199 loading materials from "/home/appuser/aido-auto/gym-duckietown/gym_duckietown/meshes/duckiebot.mtl"
time=1698857992.472321 loading mesh "duckie.obj"
time=1698857992.5047965 loading texture "duckie.png"
time=1698857992.8203838 loading texture "floor_1.png"
time=1698857992.896468 loading texture "curve_left_1.png"
time=1698857992.902248 loading texture "straight_1.png"
time=1698857992.9101253 loading texture "curve_right_1.png"
time=1698857992.9177525 using user tile start: (1, 1)
time=1698857992.9182975 tile: {'coords': (1, 1), 'kind': 'curve_left', 'angle': 3, 'drivable': True, 'curves': array([[[1.17  , 0.    , 0.7605],
        [0.8775, 0.    , 0.7605],
time=1698858016.358287 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858016.415534 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858016.4669027 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858016.5178688 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858016.5684962 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858016.620385 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858016.6701229 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858016.7195299 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858016.7745504 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858016.8248498 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858016.8755023 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858016.9252324 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858016.9753532 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.025205 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.0770683 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.1272812 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.1791806 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.2295551 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.2808106 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.3302257 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.3808625 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.4305487 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.4811323 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.5306647 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.5842052 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.6366024 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.6876278 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.7376196 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.787495 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.8380377 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.8876204 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.9375002 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858017.9875743 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.0387182 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.0903492 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.1400964 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.1892388 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.242049 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.2933745 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.34329 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.3930511 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.442487 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.4920166 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.541239 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.5914803 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.6426904 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.6928031 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.74355 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.7951076 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.847409 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.8982668 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.9475381 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858018.998124 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.0484529 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.098236 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.1516795 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.2012196 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.250872 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.3013105 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.3517473 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.4012082 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.4519005 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.503312 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.5534384 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.60407 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.654009 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.7038167 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.7546546 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.8044522 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.8573074 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.9076014 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858019.9573262 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.008253 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.057755 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.1142275 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.1683168 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.2183344 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.2689848 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.3184338 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.3694537 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.418835 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.4687622 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.525383 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.5748496 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.6244483 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.676774 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.7284126 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.7782395 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.830127 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.879361 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.9297028 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858020.9798167 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.0299072 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.080769 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.1308355 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.1812027 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.230481 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.281095 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.3326786 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.383085 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.438224 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.4900312 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.54338 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.5936203 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.643235 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.6937346 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.7466004 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.798205 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.8550177 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.904813 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858021.9561105 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.006516 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.0565178 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.1100216 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.1617012 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.2111216 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.2644582 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.3160884 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.3657064 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.4148567 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.4637008 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.5132012 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.5648448 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.615356 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.6652622 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.7156172 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.7646475 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.81405 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.8656545 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.9152188 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858022.9654193 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.0154932 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.065234 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.1149552 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.1696837 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.219215 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.26812 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.3173847 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.3660836 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.4153566 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.4640512 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.5144074 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.5643322 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.6157498 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.6652584 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.7157004 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.7676706 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.8175757 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.8672452 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.9196718 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858023.9714618 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.0219643 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
[0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}
STEP: [0, 0]
TARG: {'angle': -2.655, 'dist': 0.149}time=1698858024.07428 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.1266055 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.1807961 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.232194 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.283892 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.334515 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.3862884 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.4366586 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.4884503 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.5378118 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.5892172 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.6391244 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.6885657 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.7385643 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.789475 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.8384836 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.8878572 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.93823 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
time=1698858024.9897602 Pos: [2.77598314 0.         2.67379497] angle 3.013945999505599
